component,function,endpoint,method,auth,expected,dto,db_source,status,mock_policy
App Settings,get_language_settings_api_settings_language_get,/api/settings/language,GET,optional_or_unknown,Get Language Settings,LanguageSettingsResponse,to_verify,to_verify,must_not_return_mock
App Settings,update_language_settings_api_settings_language_update_post,/api/settings/language/update,POST,optional_or_unknown,Update Language Settings,LanguageSettingsResponse,to_verify,to_verify,must_not_return_mock
App Settings,get_notification_settings_api_settings_notifications_get,/api/settings/notifications,GET,optional_or_unknown,Get Notification Settings,NotificationSettingsAppResponse,to_verify,to_verify,must_not_return_mock
App Settings,update_notification_settings_api_settings_notifications_update_post,/api/settings/notifications/update,POST,optional_or_unknown,Update Notification Settings,NotificationSettingsAppResponse,to_verify,to_verify,must_not_return_mock
App Settings,sync_app_settings_api_settings_sync_post,/api/settings/sync,POST,optional_or_unknown,Sync App Settings,SyncAppSettingsResponse,to_verify,to_verify,must_not_return_mock
App Settings,get_theme_settings_api_settings_theme_get,/api/settings/theme,GET,optional_or_unknown,Get Theme Settings,ThemeSettingsResponse,to_verify,to_verify,must_not_return_mock
App Settings,update_theme_settings_api_settings_theme_update_post,/api/settings/theme/update,POST,optional_or_unknown,Update Theme Settings,ThemeSettingsResponse,to_verify,to_verify,must_not_return_mock
App Settings,update_app_settings_api_settings_update_post,/api/settings/update,POST,optional_or_unknown,Update App Settings,AppSettingsResponse,to_verify,to_verify,must_not_return_mock
subscription-compat,subscription_activate_api_subscription_activate_get,/api/subscription/activate,GET,required,Subscription Activate,object,to_verify,to_verify,must_not_return_mock
subscription-compat,subscription_activation_activate_api_subscription_activation_activate_get,/api/subscription/activation/activate,GET,required,Subscription Activation Activate,object,to_verify,to_verify,must_not_return_mock
subscription-compat,subscription_activation_verify_api_subscription_activation_verify_get,/api/subscription/activation/verify,GET,required,Subscription Activation Verify,object,to_verify,to_verify,must_not_return_mock
Subscription,get_auto_renewal_api_subscription_auto_renewal_get,/api/subscription/auto-renewal,GET,optional_or_unknown,Get Auto Renewal,AutoRenewalResponse,to_verify,to_verify,must_not_return_mock
Subscription,update_auto_renewal_api_subscription_auto_renewal_update_post,/api/subscription/auto-renewal/update,POST,optional_or_unknown,Update Auto Renewal,AutoRenewalResponse,to_verify,to_verify,must_not_return_mock
subscription,cancel_subscription_api_subscription_cancel_post,/api/subscription/cancel,POST,optional_or_unknown,Cancel Subscription,unknown,to_verify,to_verify,must_not_return_mock
subscription-events,alert_check_subscription_events_api_subscription_events_alert_check_get,/api/subscription/events/alert/check,GET,required,Alert Check Subscription Events,AlertCheckResponse,to_verify,to_verify,must_not_return_mock
subscription-events,ingest_subscription_events_batch_api_subscription_events_batch_post,/api/subscription/events/batch,POST,required,Ingest Subscription Events Batch,SubscriptionEventsBatchResponse,to_verify,to_verify,must_not_return_mock
subscription-events,get_recent_subscription_events_api_subscription_events_recent_get,/api/subscription/events/recent,GET,required,Get Recent Subscription Events,array,to_verify,to_verify,must_not_return_mock
subscription-events,get_subscription_events_summary_api_subscription_events_stats_summary_get,/api/subscription/events/stats/summary,GET,required,Get Subscription Events Summary,SubscriptionEventsSummary,to_verify,to_verify,must_not_return_mock
Subscription,get_purchase_history_api_subscription_purchase_history_get,/api/subscription/purchase-history,GET,optional_or_unknown,Get Purchase History,PurchaseHistoryResponse,to_verify,to_verify,must_not_return_mock
subscription,get_subscription_status_api_subscription_status_get,/api/subscription/status,GET,optional_or_unknown,Get Subscription Status,app__models__subscription__SubscriptionStatusResponse,to_verify,to_verify,must_not_return_mock
Subscription,update_subscription_status_api_subscription_status_update_post,/api/subscription/status/update,POST,optional_or_unknown,Update Subscription Status,security__api__routers__subscription_sync_router__SubscriptionStatusResponse,to_verify,to_verify,must_not_return_mock
subscription-compat,subscription_subscribe_api_subscription_subscribe_get,/api/subscription/subscribe,GET,required,Subscription Subscribe,object,to_verify,to_verify,must_not_return_mock
Subscription,sync_subscription_api_subscription_sync_post,/api/subscription/sync,POST,optional_or_unknown,Sync Subscription,SyncSubscriptionResponse,to_verify,to_verify,must_not_return_mock
subscription-compat,subscription_tariffs_api_subscription_tariffs_get,/api/subscription/tariffs,GET,required,Subscription Tariffs,array,to_verify,to_verify,must_not_return_mock
Subscription,update_subscription_api_subscription_update_post,/api/subscription/update,POST,optional_or_unknown,Update Subscription,SubscriptionResponse,to_verify,to_verify,must_not_return_mock
subscription,validate_receipt_api_subscription_validate_receipt_post,/api/subscription/validate-receipt,POST,optional_or_unknown,Validate Receipt,unknown,to_verify,to_verify,must_not_return_mock
System Management,create_backup_api_system_backup_post,/api/system/backup,POST,optional_or_unknown,Create Backup,BackupResponse,to_verify,to_verify,must_not_return_mock
System Management,get_backup_status_api_system_backup_status_get,/api/system/backup/status,GET,optional_or_unknown,Get Backup Status,BackupStatusResponse,to_verify,to_verify,must_not_return_mock
System Management,get_system_health_api_system_health_get,/api/system/health,GET,optional_or_unknown,Get System Health,SystemHealthResponse,to_verify,to_verify,must_not_return_mock
System Management,get_system_info_api_system_info_get,/api/system/info,GET,optional_or_unknown,Get System Info,SystemInfoResponse,to_verify,to_verify,must_not_return_mock
System Management,get_system_logs_api_system_logs_get,/api/system/logs,GET,optional_or_unknown,Get System Logs,SystemLogsResponse,to_verify,to_verify,must_not_return_mock
System Management,set_maintenance_mode_api_system_maintenance_post,/api/system/maintenance,POST,optional_or_unknown,Set Maintenance Mode,MaintenanceModeResponse,to_verify,to_verify,must_not_return_mock
System Management,get_system_metrics_api_system_metrics_get,/api/system/metrics,GET,optional_or_unknown,Get System Metrics,SystemMetricsResponse,to_verify,to_verify,must_not_return_mock
System Management,get_system_resources_api_system_resources_get,/api/system/resources,GET,optional_or_unknown,Get System Resources,SystemResourcesResponse,to_verify,to_verify,must_not_return_mock
System Management,restart_system_api_system_restart_post,/api/system/restart,POST,optional_or_unknown,Restart System,object,to_verify,to_verify,must_not_return_mock
system-ai-compat,system_status_compat_api_system_status_get,/api/system/status,GET,optional_or_unknown,System Status Compat,object,to_verify,to_verify,must_not_return_mock
System Management,get_system_uptime_api_system_uptime_get,/api/system/uptime,GET,optional_or_unknown,Get System Uptime,object,to_verify,to_verify,must_not_return_mock
System Management,get_system_version_api_system_version_get,/api/system/version,GET,optional_or_unknown,Get System Version,object,to_verify,to_verify,must_not_return_mock
misc-other-compat,api_test_api_test_get,/api/test,GET,optional_or_unknown,Api Test,object,to_verify,to_verify,must_not_return_mock
user,user_2fa_status_compat_api_user_2fa_status_get,/api/user/2fa/status,GET,required,User 2Fa Status Compat,UserCompatBoolResponse,to_verify,to_verify,must_not_return_mock
user,user_2fa_update_compat_api_user_2fa_update_get,/api/user/2fa/update,GET,required,User 2Fa Update Compat,UserCompatBoolResponse,to_verify,to_verify,must_not_return_mock
user,delete_user_compat_api_user_delete_get,/api/user/delete,GET,required,Delete User Compat,UserCompatBoolResponse,to_verify,to_verify,must_not_return_mock
user,change_password_compat_api_user_password_get,/api/user/password,GET,required,Change Password Compat,UserCompatBoolResponse,to_verify,to_verify,must_not_return_mock
user,get_user_profile_compat_api_user_profile_get,/api/user/profile,GET,required,Get User Profile Compat,UserProfileCompatResponse,to_verify,to_verify,must_not_return_mock
User Profile,get_user_profile_history_api_user_profile_history_get,/api/user/profile/history,GET,optional_or_unknown,Get User Profile History,ProfileHistoryResponse,to_verify,to_verify,must_not_return_mock
User Profile,get_user_privacy_settings_api_user_profile_privacy_get,/api/user/profile/privacy,GET,optional_or_unknown,Get User Privacy Settings,PrivacySettingsResponse,to_verify,to_verify,must_not_return_mock
User Profile,update_user_privacy_settings_api_user_profile_privacy_update_post,/api/user/profile/privacy/update,POST,optional_or_unknown,Update User Privacy Settings,PrivacySettingsResponse,to_verify,to_verify,must_not_return_mock
User Profile,sync_user_profile_api_user_profile_sync_post,/api/user/profile/sync,POST,optional_or_unknown,Sync User Profile,SyncUserProfileResponse,to_verify,to_verify,must_not_return_mock
User Profile,update_user_profile_api_user_profile_update_post,/api/user/profile/update,POST,optional_or_unknown,Update User Profile,UserProfileResponse,to_verify,to_verify,must_not_return_mock
user,update_user_compat_api_user_update_get,/api/user/update,GET,required,Update User Compat,UserCompatBoolResponse,to_verify,to_verify,must_not_return_mock
Parental Control Legacy,get_legacy_access_requests_api_v1_parental_control_access_requests_get,/api/v1/parental-control/access-requests,GET,required,Get Legacy Access Requests,array,to_verify,to_verify,must_not_return_mock
Parental Control Legacy,handle_legacy_access_request_api_v1_parental_control_access_requests_post,/api/v1/parental-control/access-requests,POST,required,Handle Legacy Access Request,ApiBoolResponse,to_verify,to_verify,must_not_return_mock
Parental Control Legacy,get_legacy_parental_blocking_api_v1_parental_control_blocking_get,/api/v1/parental-control/blocking,GET,required,Get Legacy Parental Blocking,ApiBoolResponse,to_verify,to_verify,must_not_return_mock
Parental Control Legacy,get_legacy_location_geofences_api_v1_parental_control_location_geofences_get,/api/v1/parental-control/location/geofences,GET,required,Get Legacy Location Geofences,array,to_verify,to_verify,must_not_return_mock
Parental Control Legacy,track_legacy_location_api_v1_parental_control_location_track_post,/api/v1/parental-control/location/track,POST,required,Track Legacy Location,ApiBoolResponse,to_verify,to_verify,must_not_return_mock
Parental Control Legacy,apply_legacy_parental_rules_api_v1_parental_control_rules_post,/api/v1/parental-control/rules,POST,required,Apply Legacy Parental Rules,ApiBoolResponse,to_verify,to_verify,must_not_return_mock
Parental Control Legacy,get_legacy_stats_api_v1_parental_control_stats_get,/api/v1/parental-control/stats,GET,required,Get Legacy Stats,ParentalControlStatsResponse,to_verify,to_verify,must_not_return_mock
other,wildcard_handler_api__path__get,/api/{path},DELETE,optional_or_unknown,Wildcard Handler,unknown,to_verify,to_verify,must_not_return_mock
other,wildcard_handler_api__path__get,/api/{path},GET,optional_or_unknown,Wildcard Handler,unknown,to_verify,to_verify,must_not_return_mock
other,wildcard_handler_api__path__get,/api/{path},POST,optional_or_unknown,Wildcard Handler,unknown,to_verify,to_verify,must_not_return_mock
other,wildcard_handler_api__path__get,/api/{path},PUT,optional_or_unknown,Wildcard Handler,unknown,to_verify,to_verify,must_not_return_mock
other,prometheus_metrics_metrics_get,/metrics,GET,optional_or_unknown,Prometheus Metrics,unknown,to_verify,to_verify,must_not_return_mock
